Chartmetric ID,Artista,País,Región,Continente,Pronombres,Solista/Grupo,Géneros,Puntuación en Chartmetric,Clasificación en Chartmetric,Rango de Engagement,Clasificación por base de fans,Etapa de la carrera,Momentum Reciente,Seguidores en TikTok,Me gusta en TikTok,Tasa de Participación en TikTok,Publicaciones de TikTok,Vistas en TikTok,Conteo de Shazam,Seguidores en Spotify,Oyentes mensuales en Spotify,Tasa de conversión en Spotify,Popularidad en Spotify,Alcance de playlists en Spotify,Conteo de las playlists en Spotify,Suscriptores al canal de YouTube,Vistas del canal de YouTube,Engagement en YouTube,Conteo de playlists en YouTube,Fans en Deezer,Conteo de playlists en Deezer,Alcance de playlists en Deezer,Seguidores en SoundCloud,Streams en SoundCloud,Conteo de playlists en iTunes,Conteo de playlists en Amazon,Seguidores en Instagram,Engagement en Instagram,Apariciones en radio,Seguidores de Facebook,Visualizaciones en Wikipedia,Songkick Fans,Visitas a la página de Genius,Enlace de Spotify,Primera fecha de lanzamiento,Última fecha de lanzamiento
1384198,Cupido,España,Southern Europe,Europe,He/Him,Desconocido,"Latin Pop, Latin",3245,30048.0,31288.0,26256.0,Mid-Level,Steady,7820.0,138200.0,48.4205,2318.0,9083820.0,311960.0,100991.0,578323.0,0.174627,46.0,4032778.0,32337.0,107000.0,39390414.0,3.9654,14.0,,5.0,241353.0,,,28.0,5.0,84962.0,7.304099999999999,740.0,8457.0,12.0,34817.0,16420.0,https://open.spotify.com/artist/4cK5uxWRVJ3QOSfaBMX2Ex,"Oct 18, 2018","Sep 28, 2023"
820057,Miranda,España,Southern Europe,Europe,He/Him,Artistas solistas,Hip-Hop/Rap,4290,22737.0,22687.0,23063.0,Mid-Level,Growth,-1.0,-1.0,-1.0,4823.0,10526402.0,219099.0,100847.0,568839.0,0.177286,50.0,2345669.0,31193.0,135000.0,44138409.0,4.9919,,1.0,2.0,3718.0,,,4.0,5.0,81937.0,10.2066,36.0,8948834.0,466.0,,12038.0,https://open.spotify.com/artist/0DjGDEVSQsodFbL1bMVPRs,"Jan 2, 2018","Feb 9, 2024"
4031735,Gloosito,España,Southern Europe,Europe,He/Him,Desconocido,Hip-Hop/Rap,2041,46775.0,41764.0,82429.0,Mid-Level,Growth,420.0,0.0,-1.0,2454.0,13576582.0,111880.0,73882.0,538730.0,0.137141,54.0,1210940.0,24475.0,50000.0,24444840.0,3.3607,,872.0,3.0,26139.0,7050.0,,3.0,2.0,126188.0,14.8122,12.0,-1.0,,15810.0,6060.0,"https://open.spotify.com/artist/7n1l6dOGKjZOi4OJCcahcr, https://open.spotify.com/artist/1MXug5KOetEEQjjvCPWwIm","Oct 12, 2020","Feb 9, 2024"
3448647,Ralphie Choo,España,Southern Europe,Europe,He/Him,Desconocido,"R&B/Soul, Latin Pop, Electronic, Latin",2114,45128.0,44184.0,50482.0,Mid-Level,Steady,3987.0,16800.0,28.5929,757.0,10400412.0,106614.0,49396.0,534880.0,0.09235,50.0,3096711.0,25195.0,11700.0,2895753.0,8.0342,1.0,368.0,6.0,146629.0,906.0,61573.0,10.0,9.0,66248.0,12.2479,1003.0,-1.0,,13991.0,-1.0,https://open.spotify.com/artist/5qjnPRE33rMgYAxIjGUrI7,"Nov 22, 2019","Sep 15, 2023"
718794,Yung Sarria,España,Southern Europe,Europe,He/Him,Artistas solistas,"Latin Hip-Hop/Rap, R&B/Soul, Trap, Latin",3849,25332.0,24916.0,27240.0,Mid-Level,Growth,-1.0,-1.0,-1.0,14125.0,35616679.0,386411.0,122865.0,533220.0,0.230421,53.0,6195889.0,40471.0,505000.0,96786031.0,1.2298,4.0,7111.0,9.0,52376.0,1039.0,,10.0,7.0,177960.0,6.2789,37.0,25626.0,,6004.0,268318.0,"https://open.spotify.com/artist/5wqCITlxyvxrmWOE3LFVGH, https://open.spotify.com/artist/3vxYNXtM9uOMdRAXTXgtmf, https://open.spotify.com/artist/3xGTUhpplJvAYT0w2lsOAC, https://open.spotify.com/artist/5HVEciQuhwBv2IA1tjHWrQ, https://open.spotify.com/artist/2l71pfqKvyK39HZfn0vnSx","Apr 25, 2017","May 24, 2024"
1492888,Juanfran,España,Southern Europe,Europe,He/Him,Artistas solistas,"Latin Pop, Latin Hip-Hop/Rap, Latin",4297,22698.0,44330.0,8230.0,Mainstream,Decline,1600000.0,26800000.0,0.1646,2614866.0,1075463134.0,1806920.0,129203.0,518749.0,0.249067,42.0,7797717.0,50136.0,1730000.0,422743396.0,0.0162,6.0,7306.0,16.0,155153.0,4637.0,5945079.0,39.0,9.0,311235.0,4.5774,2305.0,126987.0,186.0,12220.0,82915.0,https://open.spotify.com/artist/7zY0DMisq1oYXvNNgGwHBY,"Apr 26, 2019","May 16, 2024"
1612901,Ill Pekeño,España,Southern Europe,Europe,He/Him,Desconocido,Hip-Hop/Rap,2084,45789.0,42975.0,61285.0,Mid-Level,Steady,-1.0,-1.0,-1.0,458.0,1055539.0,62418.0,40384.0,500113.0,0.08075,51.0,1459250.0,19436.0,39000.0,18215616.0,8.0,1.0,630.0,2.0,4082.0,507.0,,5.0,13.0,72042.0,11.2339,137.0,-1.0,,3737.0,6231.0,https://open.spotify.com/artist/3T4KspU3H8Ya6sgxexg9F8,"Jun 7, 2019","May 16, 2024"
1099370,Xavibo,España,Southern Europe,Europe,He/Him,Desconocido,"Latin Hip-Hop/Rap, Latin Pop, R&B/Soul, Latin",3748,26020.0,24182.0,35504.0,Mid-Level,Steady,92800.0,4200000.0,12.7058,3135.0,17577951.0,82403.0,74046.0,471889.0,0.156914,49.0,7412568.0,29044.0,71100.0,25874865.0,3.0872,9.0,1516.0,18.0,13609.0,567.0,,14.0,9.0,81143.0,20.4777,818.0,4628.0,,15708.0,30567.0,https://open.spotify.com/artist/3v2sYzsuZVd0gAhMWgl9I7,"Oct 14, 2016","Apr 12, 2024"
5243966,Hoke,España,Southern Europe,Europe,He/Him,Desconocido,Hip-Hop/Rap,4616,21084.0,17538.0,57948.0,Mid-Level,Growth,-1.0,-1.0,-1.0,997.0,4380230.0,74057.0,59442.0,451641.0,0.131613,53.0,1344705.0,21325.0,52800.0,20566984.0,23.9659,2.0,717.0,1.0,3518.0,,,3.0,9.0,77965.0,43.1512,104.0,-1.0,,11474.0,34815.0,"https://open.spotify.com/artist/2x6kZekpNZMll7Uq3M6ar5, https://open.spotify.com/artist/3IXMIauqHuWn8uwVC0bI2z","Apr 18, 2018","May 14, 2024"
612084,Arce,España,Southern Europe,Europe,He/Him,Desconocido,"Latin Hip-Hop/Rap, Latin",3046,32000.0,37929.0,20726.0,Mid-Level,Growth,-1.0,-1.0,-1.0,10414.0,24305958.0,392246.0,339728.0,446477.0,0.760908,51.0,2172389.0,30448.0,948000.0,186053911.0,0.3821,2.0,13394.0,3.0,3718.0,44.0,,5.0,4.0,260702.0,6.932,15.0,22148.0,6.0,21487.0,69741.0,https://open.spotify.com/artist/7eH1UUCyxL8Wf9PztvvPJ6,"Nov 28, 2013","Jun 23, 2023"
3483841,Baby Pantera,España,Southern Europe,Europe,He/Him,Desconocido,Hip-Hop/Rap,1778,53111.0,48026.0,84336.0,Mid-Level,Steady,-1.0,-1.0,-1.0,1986.0,10876797.0,81360.0,13303.0,442602.0,0.030056,51.0,892765.0,24215.0,,,-1.0,,151.0,6.0,26983.0,2185.0,11803.0,3.0,4.0,19747.0,6.2294,29.0,-1.0,,4727.0,-1.0,https://open.spotify.com/artist/2BvDJauylrTkLmxrT6S1Eg,"Oct 30, 2019","Mar 28, 2024"
214707,Juancho Marqués,España,Southern Europe,Europe,He/Him,Artistas solistas,Hip-Hop/Rap,3799,25652.0,25818.0,25326.0,Mid-Level,Steady,14500.0,372900.0,11.068,2680.0,3946573.0,201972.0,151568.0,440847.0,0.343811,47.0,3466471.0,36824.0,62000.0,32968769.0,16.8714,10.0,3330.0,21.0,33312.0,489.0,7434.0,16.0,27.0,127227.0,3.9592,337.0,23371.0,,22529.0,89030.0,https://open.spotify.com/artist/5JcO3FHEBbWTQMUHmWtU2g,"Jan 9, 2015","May 10, 2024"
821591,Albany,España,Southern Europe,Europe,She/Her,Artistas solistas,"Latin Hip-Hop/Rap, Latin Pop, Electronic, Latin",3691,26402.0,23513.0,45702.0,Mid-Level,Growth,-1.0,-1.0,-1.0,4890.0,18300273.0,543035.0,97984.0,433721.0,0.225915,45.0,2655852.0,30996.0,46200.0,12966818.0,-1.0,4.0,1687.0,7.0,1984.0,,,17.0,1.0,140322.0,12.2449,119.0,-1.0,1612.0,,31357.0,https://open.spotify.com/artist/0W7oBn4W3biry1eehAk8wu,"Nov 2, 2017","Mar 22, 2024"
1343175,Abhir Hathi,España,Southern Europe,Europe,He/Him,Artistas solistas,"Hip-Hop/Rap, R&B/Soul",3389,28784.0,31931.0,21386.0,Mid-Level,Steady,15000.0,414700.0,122.4899,148662.0,907754702.0,742145.0,40633.0,431334.0,0.094203,53.0,10071597.0,78644.0,23800.0,7517279.0,12.9958,24.0,595.0,9.0,12742.0,295.0,,16.0,27.0,58211.0,17.8123,4104.0,1171.0,,9949.0,14755.0,https://open.spotify.com/artist/2D8UzkIVdg1bj0Iqz6gjk0,"Jan 10, 2018","Oct 26, 2023"
4483446,Parkineos,España,Southern Europe,Europe,He/Him,Desconocido,"Electronic, Dance, Pop",2183,43764.0,38649.0,83437.0,Mid-Level,Steady,-1.0,-1.0,-1.0,23956.0,113578750.0,129177.0,62822.0,429521.0,0.146261,47.0,1466386.0,22893.0,37000.0,10480584.0,10.2168,,570.0,1.0,465.0,6598.0,326203.0,1.0,1.0,74936.0,12.1694,20.0,-1.0,,13200.0,-1.0,https://open.spotify.com/artist/1cMiNxpdh0mP5WFnPvr4xf,"Apr 11, 2021","May 23, 2024"
424807,Sticky M.A.,España,Southern Europe,Europe,He/Him,Desconocido,Hip-Hop/Rap,5523,17492.0,15464.0,29257.0,Mid-Level,Growth,3615.0,4230.0,21.8473,5073.0,15440660.0,164059.0,147645.0,398883.0,0.370146,52.0,3933355.0,36173.0,67500.0,49767420.0,-1.0,1.0,3640.0,3.0,5775.0,5062.0,55231.0,15.0,18.0,140152.0,19.7741,64.0,4318.0,371.0,19807.0,117340.0,"https://open.spotify.com/artist/5o7fmoqHl79fzoCzeApdxm, https://open.spotify.com/artist/6styElB0EK0NXH3mqWwrgs","Nov 4, 2014","May 23, 2024"
1121719,Ergo Pro,España,Southern Europe,Europe,He/Him,Desconocido,Hip-Hop/Rap,1873,50600.0,49932.0,52631.0,Mid-Level,Growth,-1.0,-1.0,-1.0,490.0,815321.0,54509.0,39260.0,398277.0,0.098575,49.0,1475060.0,20444.0,,,-1.0,1.0,891.0,3.0,4766.0,554.0,,7.0,16.0,71670.0,10.0138,173.0,-1.0,,3054.0,-1.0,"https://open.spotify.com/artist/3K83BHS2TkIb1m6akQS29p, https://open.spotify.com/artist/6RGXMZ5gUtYKHpG3RQ9fM4, https://open.spotify.com/artist/50LCxUDqhPAJgqiD1D3tlr","Mar 5, 2018","May 16, 2024"
269841,Elio Toffana,España,Southern Europe,Europe,He/Him,Grupo,Hip-Hop/Rap,4411,22077.0,19832.0,34740.0,Developing,Growth,-1.0,-1.0,-1.0,284.0,715128.0,54107.0,37237.0,362902.0,0.102609,45.0,1589560.0,19003.0,33700.0,9713697.0,-1.0,,1051.0,4.0,4784.0,,,4.0,20.0,74830.0,4.7824,74.0,-1.0,,2844.0,-1.0,https://open.spotify.com/artist/3iaWOU36p7W4oqHLDoBQmr,"Nov 15, 2006","May 9, 2024"
1114834,Nadal015,España,Southern Europe,Europe,He/Him,Grupo,"Latin Hip-Hop/Rap, Latin",1924,49326.0,44083.0,87548.0,Developing,Growth,-1.0,-1.0,-1.0,1100.0,2345419.0,72228.0,76006.0,358143.0,0.212222,46.0,1533574.0,18289.0,,,-1.0,,4347.0,1.0,3518.0,719.0,,2.0,1.0,116600.0,6.275799999999999,23.0,917.0,,6262.0,14536.0,https://open.spotify.com/artist/4XV4e5IqR6DKCJMJWuG7Vi,"Jun 8, 2018","May 23, 2024"
1092573,Love Yi,España,Southern Europe,Europe,He/Him,Artistas solistas,"Latin Hip-Hop/Rap, Latin",3345,29151.0,25463.0,56756.0,Developing,Steady,-1.0,-1.0,-1.0,2805.0,4998615.0,141244.0,25202.0,354889.0,0.071014,41.0,2463829.0,29391.0,46800.0,22237374.0,1.8226,,703.0,8.0,8175.0,318.0,53276.0,6.0,1.0,34721.0,4.9359,75.0,-1.0,,4128.0,-1.0,https://open.spotify.com/artist/6qyklgt2wzPT7KRdu15ZFL,"Jun 1, 2018","Dec 29, 2023"
429392,Costa,España,Southern Europe,Europe,He/Him,Desconocido,"Hip-Hop/Rap, Electronic, Trance",8480,10867.0,11101.0,10480.0,Mainstream,Explosive Growth,-1.0,-1.0,-1.0,3708.0,4611988.0,346920.0,131917.0,353478.0,0.373197,46.0,1872414.0,25858.0,2760000.0,207615308.0,2.8792,13.0,4973.0,1.0,2.0,,,6.0,2.0,160930.0,2.842,38.0,2706329.0,3269.0,,174909.0,"https://open.spotify.com/artist/7rAjVJgwZhvmMIt5vfyNGn, https://open.spotify.com/artist/58MjFCGzcD4G0094MeR4Hv","Jan 1, 2004","May 9, 2024"
1339125,KvndySwing,España,Southern Europe,Europe,He/Him,Grupo,"Latin Hip-Hop/Rap, Latin",1571,58977.0,55150.0,73050.0,Developing,Growth,-1.0,-1.0,-1.0,3492.0,10541656.0,79178.0,10908.0,346581.0,0.031473,39.0,633444.0,16456.0,38000.0,16265510.0,6.9156,,150.0,,,42.0,,2.0,4.0,11721.0,1.1846,2.0,-1.0,,,-1.0,https://open.spotify.com/artist/3mvje4iLJHQX3Wr757PSmf,"Sep 3, 2018","Apr 4, 2024"
1625514,LEÏTI,España,Southern Europe,Europe,He/Him,Artistas solistas,Hip-Hop/Rap,1507,61033.0,58743.0,65923.0,Developing,Growth,4989.0,19200.0,-1.0,3226.0,33463620.0,95232.0,51801.0,339200.0,0.152715,47.0,1628131.0,27038.0,58500.0,20890456.0,2.1795,3.0,1203.0,6.0,48538.0,7046.0,,6.0,4.0,139305.0,9.029,76.0,-1.0,29.0,3219.0,12770.0,https://open.spotify.com/artist/5FQJWdcKPAijmEi4uroZ4h,"Jun 1, 2017","Sep 6, 2023"
4252397,Samuel SLZR,España,Southern Europe,Europe,He/Him,Grupo,"Latin Hip-Hop/Rap, Latin",1721,54696.0,47597.0,113548.0,Developing,Growth,42600.0,760800.0,9.0374,26174.0,57455253.0,212557.0,56900.0,302254.0,0.188252,48.0,626678.0,14347.0,65800.0,32331806.0,-1.0,2.0,479.0,1.0,50.0,642.0,,2.0,,71335.0,7.912,2.0,-1.0,,8245.0,-1.0,https://open.spotify.com/artist/5jxnZJCpTkZJSxyRzbVhGx,"Dec 20, 2020","May 1, 2024"
4143292,BOUZA,España,Southern Europe,Europe,He/Him,Desconocido,"Latin Hip-Hop/Rap, Latin",1853,51111.0,44458.0,109618.0,Developing,Growth,-1.0,-1.0,-1.0,35524.0,28465237.0,90309.0,35262.0,297357.0,0.118585,44.0,414707.0,13239.0,64500.0,29770081.0,8.6935,1.0,705.0,2.0,426.0,,,,5.0,32613.0,6.9535,10.0,-1.0,6.0,,-1.0,"https://open.spotify.com/artist/1qa4YW9XV999Iin30Vm9aU, https://open.spotify.com/artist/1uJV4ID7H69dy1ZslwIQTF","Dec 13, 2020","Mar 15, 2024"
847073,Lionware,España,Southern Europe,Europe,He/Him,Artistas solistas,"Latin Hip-Hop/Rap, Latin Pop, R&B/Soul, Latin",1466,62418.0,61073.0,62618.0,Developing,Steady,5691.0,40000.0,5.8483,8627.0,20798962.0,77253.0,49238.0,291952.0,0.168651,41.0,2178350.0,20952.0,,,-1.0,4.0,1059.0,10.0,4935.0,349.0,,11.0,,23744.0,14.4252,7.0,53.0,,6351.0,-1.0,https://open.spotify.com/artist/67TDVqPf5B8RQzCg2yZpBk,"Feb 19, 2016","Jan 17, 2024"
648598,Pimp Flaco,España,Southern Europe,Europe,He/Him,Desconocido,"Latin Pop, Latin Hip-Hop/Rap, Latin",1898,49997.0,57056.0,33087.0,Mid-Level,Steady,-1.0,-1.0,-1.0,62761.0,84588184.0,153950.0,340809.0,290408.0,1.173552,45.0,1699850.0,26212.0,,,-1.0,1.0,7201.0,7.0,10866.0,,,18.0,2.0,241644.0,13.7567,589.0,84910.0,,,349603.0,https://open.spotify.com/artist/3UZFWMkyLElpRsLPdButSC,"Jan 18, 2015","May 12, 2024"
79826,Kinder Malo,España,Southern Europe,Europe,He/Him,Desconocido,"Latin Hip-Hop/Rap, Latin Pop, Latin",1596,58222.0,72017.0,31867.0,Mid-Level,Steady,-1.0,-1.0,-1.0,61317.0,83216680.0,309900.0,355798.0,284044.0,1.252616,44.0,2193097.0,27854.0,58600.0,313825.0,-1.0,2.0,11912.0,6.0,33122.0,2272.0,,11.0,12.0,235279.0,3.0482,566.0,51743.0,,,530560.0,"https://open.spotify.com/artist/1Aoj8qX6kPfLTagb7qbKg0, https://open.spotify.com/artist/6XSUAP0OVAZEEUCLBeAEq7","Sep 5, 2014","May 12, 2024"
1035934,Jarfaiter,España,Southern Europe,Europe,He/Him,Artistas solistas,Hip-Hop/Rap,2815,34426.0,30340.0,63764.0,Developing,Growth,-1.0,-1.0,-1.0,7055.0,27445010.0,77195.0,107885.0,280632.0,0.384436,50.0,739611.0,18739.0,154000.0,89955782.0,0.7416,1.0,1283.0,2.0,3718.0,,,3.0,2.0,203349.0,6.4565,17.0,9318.0,61.0,10425.0,66154.0,"https://open.spotify.com/artist/7EJTQqtoWZNVX3HlvAztsn, https://open.spotify.com/artist/7hqwOMu222wUGHIzm49sJk","Sep 12, 2011","May 10, 2024"
1136302,Juicy BAE,España,Southern Europe,Europe,She/Her,Desconocido,"Hip-Hop/Rap, Pop, R&B/Soul",2036,46904.0,43536.0,65410.0,Developing,Steady,-1.0,-1.0,-1.0,1753.0,6509454.0,55941.0,52997.0,275749.0,0.192193,46.0,1291134.0,19441.0,67500.0,23581604.0,12.0846,2.0,623.0,4.0,32915.0,,,7.0,4.0,113727.0,14.7736,161.0,-1.0,,6976.0,5506.0,https://open.spotify.com/artist/46K14JAfAHpxTSkb6KkFfN,"Sep 8, 2017","Apr 22, 2024"
847038,Lopes,España,Southern Europe,Europe,She/Her,Grupo,Hip-Hop/Rap,1699,55309.0,50752.0,78175.0,Developing,Growth,-1.0,-1.0,-1.0,2615.0,2400571.0,70116.0,69822.0,272326.0,0.256391,44.0,1574460.0,17919.0,146000.0,65098763.0,-1.0,1.0,2310.0,5.0,9758.0,326.0,,2.0,1.0,85498.0,3.0518,24.0,-1.0,20.0,,35704.0,https://open.spotify.com/artist/2C1KWrmE57M3riWQArK4kz,"Dec 13, 2015","May 16, 2024"
3836919,John Pollõn,España,Southern Europe,Europe,He/Him,Desconocido,"Latin Hip-Hop/Rap, Latin Pop, Latin Dance, Latin",1445,63164.0,54897.0,123557.0,Developing,Steady,-1.0,-1.0,-1.0,961.0,1848593.0,42780.0,24892.0,267355.0,0.093105,47.0,753612.0,18619.0,,,-1.0,1.0,120.0,1.0,24.0,,,1.0,,22821.0,8.5523,1.0,-1.0,,,-1.0,"https://open.spotify.com/artist/4tPyn1bQTAqAb7Ek5OorKH, https://open.spotify.com/artist/4fJie9zmEW6VmFoQKrx4Lh","Sep 23, 2019","May 17, 2024"
311656,La Mafia del Amor x El Combo Perfecto,España,Southern Europe,Europe,He/Him,Desconocido,Others,1889,50241.0,44131.0,100074.0,Desconocido,Desconocido,-1.0,-1.0,-1.0,62752.070967741936,100797657.43225808,476830.0512820513,94092.0,257899.0,0.36484,37.0,-1.0,-1.0,,,-1.0,,,,,,,,,-1.0,-1.0,-1.0,1643.0,,,-1.0,https://open.spotify.com/artist/4Ejyn899EXnQc0PhfKC7wY,"Apr 6, 2015","Apr 6, 2015"
1532416,Mayo 214,España,Southern Europe,Europe,He/Him,Artistas solistas,Hip-Hop/Rap,1500,61287.0,60763.0,58502.0,Developing,Growth,-1.0,-1.0,-1.0,2862.0,6388376.0,130849.0,92029.0,248330.0,0.370592,45.0,1041166.0,22625.0,,,-1.0,,5162.0,1.0,3518.0,,,,,59243.0,8.9768,3.0,-1.0,14.0,12171.0,10109.0,https://open.spotify.com/artist/7uXKIO6VDeOCo6ImWZpZJn,"Jan 1, 2017","Jan 27, 2023"
1549291,Bores D,España,Southern Europe,Europe,He/Him,Desconocido,"Latin Hip-Hop/Rap, Latin",940,87617.0,74892.0,189185.0,Developing,Growth,-1.0,-1.0,-1.0,733.0,2064334.0,36958.0,20415.0,244907.0,0.083358,40.0,386242.0,10703.0,,,-1.0,,471.0,2.0,954.0,35.0,,1.0,,10866.0,43.6556,15.0,-1.0,,,-1.0,https://open.spotify.com/artist/4W8h2ExvQpRm0A7fPst5Kw,"Nov 30, 2018","Mar 7, 2024"
558941,Cecilio G.,España,Southern Europe,Europe,He/Him,Desconocido,"Latin Hip-Hop/Rap, Latin",1372,65742.0,69307.0,51504.0,Developing,Growth,-1.0,-1.0,-1.0,9677.0,36406101.0,252977.0,133835.0,244711.0,0.54691,42.0,1807162.0,32660.0,62700.0,51192.0,0.6332,1.0,1779.0,1.0,3518.0,5579.0,,4.0,,-1.0,-1.0,39.0,12320.0,25.0,13797.0,11092.0,https://open.spotify.com/artist/2Q2fYVYxFSmodq53BFyD6p,"Jul 19, 2014","May 24, 2024"
48195,Ocer y Rade,España,Southern Europe,Europe,He/Him,Grupo,"Latin Hip-Hop/Rap, Latin Pop, Latin",1741,54153.0,65066.0,31314.0,Mid-Level,Growth,-1.0,-1.0,-1.0,15354.0,38859025.0,187826.0,246842.0,232457.0,1.061882,43.0,1047925.0,14326.0,379000.0,141656478.0,1.2274,1.0,5188.0,1.0,3518.0,3381.0,,2.0,1.0,131595.0,2.7815,5.0,9896.0,,20325.0,47056.0,https://open.spotify.com/artist/0fgRCULXpG4okFdlpat4e3,"Nov 21, 2013","May 24, 2024"
1035487,Dirty Porko,España,Southern Europe,Europe,He/Him,Artistas solistas,"Latin Hip-Hop/Rap, Latin",1899,49979.0,47055.0,64867.0,Developing,Growth,-1.0,-1.0,-1.0,691.0,781714.0,78139.0,62185.0,223058.0,0.278784,43.0,1482124.0,19826.0,120000.0,65289878.0,-1.0,,2437.0,3.0,491.0,,,3.0,,57255.0,3.2732,96.0,-1.0,100.0,3458.0,5684.0,"https://open.spotify.com/artist/4JjXXU4m428s8xODTaVuNV, https://open.spotify.com/artist/2epUWct58aOUbokYM3fEiq","Nov 15, 2015","May 17, 2024"
1568606,Cocco Lexa,España,Southern Europe,Europe,He/Him,Artistas solistas,"Latin Hip-Hop/Rap, Electronic, Latin",2394,40179.0,36489.0,60786.0,Developing,Steady,-1.0,-1.0,-1.0,1579.0,5463211.0,131729.0,26871.0,220838.0,0.121677,40.0,1961005.0,27877.0,44700.0,30327328.0,0.373,3.0,428.0,4.0,9543.0,942.0,522110.0,4.0,1.0,-1.0,5.615,117.0,413.0,,5026.0,-1.0,"https://open.spotify.com/artist/7mleLQYvUCCOf8MQxnogpt, https://open.spotify.com/artist/5WMoWNq8DuL9pob4qu7mau","Apr 5, 2017","May 23, 2024"
1377579,Shoda Monkas,España,Southern Europe,Europe,He/Him,Artistas solistas,Hip-Hop/Rap,1143,75686.0,70958.0,91672.0,Developing,Steady,-1.0,-1.0,-1.0,696.0,7601122.0,48429.0,31002.0,204109.0,0.151889,42.0,1052647.0,19092.0,33500.0,13462612.0,4.5672,3.0,611.0,7.0,6898.0,77.0,,3.0,3.0,32487.0,10.1601,56.0,537.0,,4028.0,5775.0,https://open.spotify.com/artist/3K3u27hhXRoHojEeDHXLAe,"Jan 1, 2018","Feb 1, 2024"
773897,Matasvandals,España,Southern Europe,Europe,He/Him,Grupo,Hip-Hop/Rap,1313,68023.0,63994.0,81492.0,Developing,Growth,-1.0,-1.0,-1.0,4145.0,6253334.0,112504.0,75701.0,203288.0,0.372383,43.0,704117.0,19706.0,73300.0,28551046.0,-1.0,,2840.0,1.0,3140.0,820.0,,4.0,1.0,11638.0,0.0,3.0,555.0,,9051.0,-1.0,https://open.spotify.com/artist/77WwIwmDkRo6Frks1A89KM,"Jan 1, 2017","May 10, 2024"
1541727,L'haine,España,Southern Europe,Europe,He/Him,Artistas solistas,"Latin Hip-Hop/Rap, Latin",1509,60941.0,55019.0,91424.0,Developing,Growth,-1.0,-1.0,-1.0,477.0,726265.0,112005.0,30582.0,201630.0,0.151674,46.0,873532.0,16697.0,,,-1.0,,203.0,2.0,2407.0,130.0,,3.0,2.0,33011.0,21.9546,28.0,1390729.0,739.0,3804.0,-1.0,"https://open.spotify.com/artist/7tXH4uI7BOE7hFBazlah0q, https://open.spotify.com/artist/5U1ztR8jD29AQ4itLAAcMd","May 2, 2019","Mar 25, 2024"
17204,DICC,España,Southern Europe,Europe,He/Him,Artistas solistas,"Latin Hip-Hop/Rap, Latin",2379,40413.0,77221.0,14166.0,Mid-Level,Growth,-1.0,-1.0,-1.0,484.0,2691287.0,36802.0,23893.0,197179.0,0.121174,37.0,1331284.0,12203.0,77900.0,30410733.0,0.1232,14.0,377.0,1.0,25.0,22.0,,2.0,,24508.0,1.1318,6.0,516.0,,1925.0,132943.0,https://open.spotify.com/artist/0B9wPB6XyIwCXZ3OUkJfCE,"Jul 1, 2013","Feb 16, 2024"
722705,ODDLIQUOR,España,Southern Europe,Europe,He/Him,Artistas solistas,"R&B/Soul, Hip-Hop/Rap, Pop",750,103718.0,102679.0,100764.0,Developing,Steady,3704.0,39300.0,56.591,122.0,394833.0,16898.0,30590.0,197055.0,0.155236,39.0,798212.0,9647.0,14600.0,1237358.0,-1.0,5.0,160.0,8.0,1544.0,1007.0,,9.0,5.0,28029.0,6.6078,122.0,-1.0,,4389.0,-1.0,https://open.spotify.com/artist/1rmlkMXVf5f6ilIVhjow34,"Dec 15, 2015","Jul 7, 2023"
1701509,Blackthoven,España,Southern Europe,Europe,He/Him,Artistas solistas,"Hip-Hop/Rap, Dirty South, Alternative Rap",898,90637.0,86482.0,102043.0,Developing,Steady,-1.0,-1.0,-1.0,15189.0,15378114.0,30406.0,12816.0,195476.0,0.065563,39.0,878419.0,18502.0,19400.0,4280534.0,-1.0,,2355.0,4.0,3488.0,609.0,1249.0,4.0,,31560.0,4.7972,19.0,-1.0,,,-1.0,https://open.spotify.com/artist/6KhtkRzbD5IKjYOlHanIjS,"Sep 24, 2018","Mar 15, 2024"
493003,Indigo Jams,España,Southern Europe,Europe,He/Him,Artistas solistas,"Latin Hip-Hop/Rap, Latin",686,110594.0,106034.0,119053.0,Developing,Steady,281.0,1013.0,70.9677,278.0,988704.0,90023.0,37520.0,190910.0,0.196532,38.0,1554829.0,11095.0,,,1.263,1.0,815.0,2.0,24964.0,2063.0,,12.0,,21617.0,1.956,1.0,800.0,,,50019.0,https://open.spotify.com/artist/71IY7h7bhtZ1kkPJl8IFpU,"Apr 6, 2017","Apr 19, 2024"
558942,Enry-K,España,Southern Europe,Europe,He/Him,Artistas solistas,"Hip-Hop/Rap, Alternative, Alternative Rap",1340,67002.0,65779.0,66779.0,Developing,Steady,-1.0,-1.0,-1.0,584.0,1520386.0,58241.0,16529.0,190812.0,0.086625,44.0,2203174.0,26329.0,,,-1.0,3.0,258.0,6.0,13471.0,2257.0,,9.0,7.0,38238.0,4.1622,52.0,-1.0,,5696.0,34039.0,"https://open.spotify.com/artist/05trgdoIUvlwqNLEPHTdoI, https://open.spotify.com/artist/21sD41Xuam5EiBrtCjN97X","Feb 14, 2018","May 3, 2024"
